time,cmd_linear,cmd_angular,VelocityEncR,VelocityEncL
12.4231,0.2000,0.0000,3.8558,4.2278
12.4431,0.2000,0.0000,3.8558,4.2278
12.4631,0.2000,0.0000,3.8558,4.2278
12.4833,0.2000,0.0000,3.8558,4.2278
12.5033,0.2000,0.0000,4.2046,3.8542
12.5236,0.2000,0.0000,3.8503,3.8506
12.5433,0.2000,0.0000,3.8446,3.8552
12.5640,0.2000,0.0000,3.8446,3.8552
12.5831,0.2000,0.0000,4.2050,3.8549
12.6030,0.2000,0.0000,4.1722,3.8453
12.6231,0.2000,0.0000,3.8438,4.2057
12.6430,0.2000,0.0000,4.1757,3.8545
12.6630,0.2000,0.0000,4.1644,4.1644
12.6832,0.2000,0.0000,3.8446,3.8427
12.7029,0.2000,0.0000,3.8503,3.8487
12.7236,0.2000,0.0000,3.8503,3.8506
12.7433,0.2000,0.0000,3.8526,4.1740
12.7631,0.2000,0.0000,4.1722,3.5306
12.7834,0.2000,0.0000,4.1954,4.1958
12.8029,0.2000,0.0000,3.8552,4.2061
12.8234,0.2000,0.0000,3.8486,3.8503
12.8431,0.2000,0.0000,3.8486,3.8486
12.8631,0.2000,0.0000,4.1729,3.8588
12.8833,0.2000,0.0000,4.1729,3.8588
12.9034,0.2000,0.0000,3.8451,4.1729
12.9230,0.2000,0.0000,4.1722,3.8549
12.9433,0.2000,0.0000,3.8451,3.8451
12.9630,0.2000,0.0000,3.8009,3.8989
12.9829,0.2000,0.0000,3.8454,4.2299
13.0029,0.2000,0.0000,3.8510,3.8555
13.0231,0.2000,0.0000,3.8556,3.8560
13.0432,0.2000,0.0000,3.8458,3.8458
13.0630,0.2000,0.0000,3.8549,3.8549
13.0831,0.2000,0.0000,4.2350,3.8500
13.1037,0.2000,0.0000,3.8506,3.8506
13.1232,0.2000,0.0000,4.4382,4.1426
13.1434,0.2000,0.0000,3.8964,4.2215
13.1630,0.2000,0.0000,4.1870,3.8399
13.1832,0.2000,0.0000,3.8567,4.1785
13.2033,0.2000,0.0000,3.8461,3.8461
13.2231,0.2000,0.0000,3.8535,3.8517
13.2430,0.2000,0.0000,3.8335,4.2173
13.2633,0.2000,0.0000,3.8596,4.1792
13.2832,0.2000,0.0000,3.8545,3.8545
13.3032,0.2000,0.0000,4.1708,4.1708
13.3234,0.2000,0.0000,3.8503,4.1712
13.3430,0.2000,0.0000,3.8538,4.2046
13.3632,0.2000,0.0000,3.8500,3.8500
13.3832,0.2000,0.0000,4.1497,4.1497
13.4030,0.2000,0.0000,3.8458,3.4962
13.4234,0.2000,0.0000,4.1954,4.5483
13.4432,0.2000,0.0000,4.1500,3.8535
13.4630,0.2000,0.0000,3.8461,3.8465
13.4833,0.2000,0.0000,3.8429,3.8465
13.5031,0.2000,0.0000,4.2565,3.8996
13.5232,0.2000,0.0000,3.8465,3.4968
13.5430,0.2000,0.0000,3.8444,4.1920
13.5629,0.2000,0.0000,3.8549,3.8549
13.5831,0.2000,0.0000,3.8538,3.8458
13.6031,0.2000,0.0000,3.8538,3.8538
13.6239,0.2000,0.0000,4.2061,3.8560
13.6431,0.2000,0.0000,3.8506,3.8441
13.6630,0.2000,0.0000,3.8549,3.8549
13.6830,0.2000,0.0000,3.8506,4.1465
13.7031,0.2000,0.0000,4.2000,4.2008
13.7232,0.2000,0.0000,4.2000,4.2008
13.7433,0.2000,0.0000,3.4911,4.1893
13.7638,0.2000,0.0000,4.2161,3.8928
